,Q1,Q2,Q3,Q4,Q5,LS
20210820,0.04253584834471823,0.056184809703770655,0.0737106409312589,0.08091777466177075,0.08258117374003139,0.040045325395313164
20210823,0.03471795829786326,0.03908042088117814,0.06185117886834756,0.06409400649580387,0.048845267908100364,0.014127309610237102
20210824,0.01646867636685902,0.027120732947168172,0.040639503016797564,0.03349827392412047,0.012573241443195023,-0.0038954349236639974
20210825,-0.0031476523096712707,-0.00910191486569986,-0.005071358622582856,-0.011897612311524806,-0.030400144974539578,-0.027252492664868306
20210826,0.004278301590379077,0.0060474430757543165,0.00398607435467644,0.0038902595524144268,-0.024439739287468044,-0.02871804087784712
20210827,-0.009150125526887175,-0.02021287728827518,-0.01482457398259442,-0.02998363314651201,-0.06977345756341523,-0.06062333203652805
20210830,0.009612553303612882,-0.0005039982962540684,0.0023491994676711307,-0.011440660501685655,-0.049561833446492044,-0.059174386750104925
20210831,0.035031865026040686,0.0240641040864749,0.01935699195334727,-0.003553264443872634,-0.0546250856355126,-0.08965695066155328
20210901,0.02239836225127462,0.012787505792151349,0.017722047764026798,0.0026690165051470927,-0.03772223870084634,-0.06012060095212096
20210902,0.0052273339799236585,-0.0072248008159260645,-0.005950874749513873,-0.02999041866503507,-0.07530977762024306,-0.08053711160016672
20210903,-0.0010654899246841415,-0.016318266611803554,-0.02330282414343343,-0.027661276089239743,-0.05805808588471797,-0.05699259596003382
20210906,-0.01465970116544545,-0.020310928264976668,-0.02933965920809391,-0.04039468003868283,-0.058765761480563734,-0.04410606031511828
20210907,-0.03838641016180094,-0.03873444124569707,-0.043040954578659904,-0.05681221504749923,-0.07720678067899067,-0.03882037051718973
20210908,-0.04840754017492096,-0.04615845272886538,-0.050843448698154416,-0.051777232441496436,-0.06324109241553764,-0.014833552240616686
20210909,-0.04690430928734347,-0.04556787778789583,-0.045818316587323125,-0.04536150088679616,-0.05888283634494141,-0.011978527057597943
20210910,-0.04263518511350326,-0.04298514602437568,-0.039244169578347324,-0.04143055619901932,-0.05851420487011529,-0.01587901975661203
20210913,-0.05450917844986214,-0.05440246943133543,-0.049479060586511144,-0.04566841721959546,-0.0660174150887767,-0.011508236638914565
20210914,-0.0426042859934352,-0.04682328359478747,-0.046066074181628634,-0.04785403706419632,-0.07859198874595895,-0.03598770275252375
20210915,-0.042460163657752466,-0.048658742724262134,-0.050063132159968354,-0.04741043179645244,-0.0710486340809314,-0.028588470423178934
20210916,-0.04098981958623427,-0.046175712043396724,-0.044203051388385414,-0.0329040407363272,-0.04613702778110761,-0.00514720819487334
20210917,-0.06201658245907747,-0.06290952195574512,-0.05392184163619195,-0.04569461860785422,-0.04835090489236482,0.01366567756671265
20210920,,,,,,
20210921,,,,,,
20210922,-0.07360657168832399,-0.07732199695519991,-0.07158017193224588,-0.07354264187507972,-0.0770664584120739,-0.0034598867237499026
20210923,-0.06580676806410378,-0.07318589479294198,-0.07163075390247903,-0.06491477286855606,-0.059014278833791775,0.006792489230312004
20210924,-0.039340825750294635,-0.047510112729371605,-0.04307771638143378,-0.03932572762798546,-0.0318571754897651,0.007483650260529537
20210927,-0.02708698533120431,-0.03727817709203291,-0.026722650090072728,-0.02195109359155952,-0.008062617350267628,0.019024367980936683
20210928,-0.018670255470842518,-0.028841658715208485,-0.02469486746535133,-0.02132143799593181,-0.015076967877930631,0.003593287592911887
20210929,0.02153037875265023,0.004336335111561684,0.013005490129382607,0.02647032205282891,0.03752715607788597,0.015996777325235738
20210930,0.007840775126628211,-0.008922971082158527,-0.007658079911623375,-0.003426407339031973,-0.017147354253372323,-0.024988129380000536
20211008,-0.010147688506644796,-0.024255247994435413,-0.023726485322017855,-0.01544327424765528,0.0014384502991209359,0.011586138805765731
20211011,-0.003850568827459758,-0.015587079372925425,-0.0159259637780332,0.0021050000988841098,0.021025396790039112,0.02487596561749887
20211012,0.01708924132378186,0.008336932035873804,0.008192515905803449,0.02447231906567307,0.04430378745403484,0.02721454613025298
20211013,0.02595316576681477,0.01490645221760419,0.022989888776634496,0.0317811218432188,0.04166131098485574,0.015708145218040967
20211014,0.03275885725445975,0.019520093660900732,0.029017304618154653,0.034788646111540915,0.03831924329323701,0.00556038603877726
20211015,0.05794481335333175,0.04495178380783532,0.0466829423062886,0.04933876432028408,0.02594544533156282,-0.031999368021768934
20211018,0.05924405773581116,0.033957011461608906,0.036134839886363034,0.03150373286691725,-0.006907896427770686,-0.06615195416358184
20211019,0.061515966762583814,0.04708146226812087,0.04200248951755229,0.045460994127991865,0.0027041045602090655,-0.05881186220237475
20211020,0.049838389051300926,0.04153853371866756,0.032934406817409265,0.04055782409893418,0.0051259252191769395,-0.04471246383212399
20211021,0.06758211154540356,0.06060347176159707,0.050818331096682504,0.058030489285878784,0.020437325302623696,-0.04714478624277986
20211022,0.07247398407803793,0.06880982227414245,0.06687871289146892,0.08269639023731942,0.05527891614631058,-0.01719506793172735
20211025,0.07637174870759887,0.07203118878509883,0.06862101889791022,0.07726014918160513,0.033466470110754834,-0.04290527859684404
20211026,0.08792309320306362,0.08737043661319276,0.07303228626481852,0.08157220623867392,0.03377942251455159,-0.05414367068851202
20211027,0.11783677257043788,0.10797193297434649,0.09128301673084992,0.09888012008457724,0.03860546575403163,-0.07923130681640625
20211028,0.12201715277451632,0.11755728434974447,0.10784502629738199,0.11809080061205611,0.07423471855915523,-0.04778243421536109
20211029,0.10014523630082098,0.09391139079817362,0.08798283795979107,0.09824540373082165,0.06975217795951075,-0.03039305834131023
20211101,0.09918759357730553,0.0945937567517971,0.0862704077315213,0.08516273163106344,0.06388693976996986,-0.03530065380733567
20211102,0.12385722189875008,0.12169293441589753,0.11650103623718472,0.10739158380883537,0.08544286710042204,-0.03841435479832804
20211103,0.09431846014996498,0.09893804420697577,0.094740243326511,0.0968978855180171,0.07473278742669451,-0.01958567272327047
20211104,0.08587026355638952,0.08744587009531911,0.08440619929303109,0.08389395335216415,0.06924500395998427,-0.016625259596405248
20211105,0.06011267699137099,0.07088661132354433,0.07124584507979433,0.08287498916796869,0.0817675958630007,0.021654918871629708
20211108,0.057368606965102834,0.05783114820429918,0.06099386700485339,0.06422530182057902,0.05886838525111541,0.001499778286012575
20211109,0.05801294149468971,0.05710734338470056,0.06592831551179733,0.06512444146928464,0.058801716572971,0.0007887750782812897
20211110,0.058135919852843304,0.05582743688447382,0.06441293967770774,0.06476316507042586,0.057143645640237044,-0.0009922742126062603
20211111,0.05029225129197918,0.04648473162201406,0.05666847557029565,0.06094444021522076,0.05519382065575732,0.004901569363778141
20211112,0.04596508805495981,0.04506891472274433,0.05346386205202355,0.052775971662364744,0.05096319548583271,0.0049981074308729015
20211115,0.04116012858956224,0.040480141308544264,0.04646236353664404,0.05142365173353501,0.05650302403739812,0.015342895447835875
20211116,0.04695428652849874,0.049817192733885025,0.05612435731909471,0.061765083920497565,0.06694563693869522,0.01999135041019648
20211117,0.04355137442860143,0.05007884870727668,0.05528840707668742,0.05610344875560616,0.052966137716528916,0.009414763287927487
20211118,0.0573166384710309,0.05055988189013992,0.061767386916245344,0.056803088574272076,0.035397270467723695,-0.021919368003307203
20211119,0.03483387968306946,0.04079793661408574,0.052283562433449664,0.02803606502190079,0.00029458222438189435,-0.034539297458687564
20211122,0.04714253628336189,0.05567173451267191,0.06661053654205495,0.04026387412834573,-0.00939034814146933,-0.05653288442483122
20211123,0.05162677978532632,0.05112957316046833,0.06700552332194429,0.038144459892429615,-0.007241777387407122,-0.05886855717273344
20211124,0.03296696743744047,0.03903889489768064,0.05424524591547931,0.03535107160519163,-0.003799942378088773,-0.03676690981552925
20211125,0.01641070488829277,0.028586638965517424,0.04504838056539902,0.014003582924162717,-0.026115628716033876,-0.042526333604326644
20211126,0.02899974448894904,0.04005516773769963,0.05746501363866372,0.02352581453451761,-0.033161136762847127,-0.06216088125179617
20211129,0.036615154469845056,0.054334744958687634,0.06299267064926503,0.027204140816663863,-0.034957613421687496,-0.07157276789153255
20211130,0.02772138662033137,0.04140286810198637,0.049801927247431564,0.018886743108402756,-0.04135531371659239,-0.06907670033692376
20211201,0.028652525775229077,0.03963784648115417,0.0486584305224183,0.020481907293867344,-0.03917690410213212,-0.0678294298773612
20211202,0.04775455861842917,0.054079982531850396,0.06423895312857017,0.03891675390533099,-0.02221354907955717,-0.06996810769798634
20211203,0.06840031509528606,0.07096441834496058,0.08194805244431268,0.03917443850066192,-0.03827870773058993,-0.10667902282587599
20211206,0.07600286516593834,0.07848725752452498,0.08220100390864923,0.039951371780649225,-0.05130187823854924,-0.12730474340448758
20211207,0.084163470057183,0.08830605237287854,0.09165485492801484,0.06012602570295102,-0.027772299327125962,-0.11193576938430896
20211208,0.06328663370274239,0.06454411494386919,0.06668291125060273,0.025648955578294417,-0.06636747100411933,-0.12965410470686173
20211209,0.06545369162215321,0.069896881424339,0.07208409995055694,0.0240686465316408,-0.060158144746114924,-0.12561183636826814
20211210,0.06234478464653291,0.06436746539550897,0.06804449929433126,0.01500435508661631,-0.07679894366759701,-0.1391437283141299
20211213,0.07134421516899278,0.07224958014508145,0.07237727622790695,0.026588476320226605,-0.0651330611390231,-0.13647727630801587
20211214,0.05203002919546325,0.06354132869989886,0.058030045869567705,0.015538632741126913,-0.07941564319015428,-0.13144567238561752
20211215,0.04515496553538295,0.05485018159014741,0.04442615587777742,0.006787551522725044,-0.070400352260699,-0.11555531779608195
20211216,0.060009261307010904,0.06232990055786242,0.04896009993584731,0.015004758135118743,-0.0681833177547874,-0.12819257906179832
20211217,0.046366890901235865,0.043322109657924796,0.041333968212188765,0.010423067278773039,-0.06244283829616113,-0.108809729197397
20211220,0.062299868006733046,0.05557546004519358,0.05175216116992344,0.016086063697458453,-0.050162451567864925,-0.11246231957459797
20211221,0.021103232308610408,0.01708877563277559,0.008471992483040603,-0.02179559894554331,-0.08048243594030909,-0.10158566824891949
20211222,-0.0007636300574899275,0.006752336619301732,-0.003993958310115075,-0.03561686865196032,-0.09875491212793067,-0.09799128207044074
20211223,0.0019884624138780107,0.007303892577296505,-0.001047595011324809,-0.04342879572411434,-0.0935203892625578,-0.09550885167643582
20211224,-0.03590253168349204,-0.02179859669680867,-0.0295156907611744,-0.0643765564974835,-0.10364549723480498,-0.06774296555131294
20211227,-0.0424780994950694,-0.023651386595849328,-0.026521791231934752,-0.06582899273107229,-0.0928991761466469,-0.0504210766515775
20211228,-0.08054091443539098,-0.0595650531895154,-0.06496055086470796,-0.10177763218008068,-0.12668683214160162,-0.04614591770621064
20211229,-0.06716368895795921,-0.045200346786562526,-0.04999145589352704,-0.09115241508932855,-0.12180376538022294,-0.054640076422263734
20211230,-0.06943256754559822,-0.04418187105235873,-0.04229927675095596,-0.08431584647726752,-0.1175679587356686,-0.048135391190070376
20211231,-0.05991358268171195,-0.028692042095731226,-0.029246690289413898,-0.07706981812574014,-0.122805295285591,-0.06289171260387905
20220104,-0.06317192569155779,-0.03668149577854353,-0.03194628807173283,-0.07596458621708549,-0.09959267376395613,-0.03642074807239834
20220105,-0.06096254017442479,-0.026565993692311066,-0.025730889141396273,-0.05919124207751277,-0.08166810863534356,-0.02070556846091877
20220106,-0.08548934910738921,-0.04868777762188459,-0.051240934528722,-0.08421918530522192,-0.10871914912270939,-0.02322980001532017
20220107,-0.07312456928518998,-0.03502564956594433,-0.035444732756532864,-0.0707568294057864,-0.09199873723416864,-0.018874167948978657
20220110,-0.08331047885482233,-0.0461200236769284,-0.04493364103699543,-0.0713494018188636,-0.08340696649245677,-9.648763763443757e-05
20220111,-0.07356104542979808,-0.033627865756923885,-0.028063392924596184,-0.05428839349551114,-0.06560756840119196,0.007953477028606118
20220112,-0.0906452003571038,-0.046195699732012055,-0.047791237809247836,-0.0725415308739965,-0.07442782844287367,0.01621737191423013
20220113,-0.07237663596355733,-0.03297443249396985,-0.034295196289498314,-0.05648629216171199,-0.05597725277955236,0.016399383184004968
20220114,-0.05084224879757235,-0.012903339300558704,-0.0032429117225366024,-0.038369417457874165,-0.05040845550083316,0.00043379329673919054
20220117,-0.08103717876182971,-0.03901436109853588,-0.02744257691328082,-0.06234733513447236,-0.06553298220411448,0.015504196557715233
20220118,-0.05550288942418522,-0.020500255887690774,-0.005724753036915805,-0.03315725149097194,-0.03346400958628898,0.022038879837896243
20220119,-0.08455356571508793,-0.04647876494282892,-0.0382161537865097,-0.052724053679343505,-0.046516062773409625,0.038037502941678306
20220120,-0.060369408362600054,-0.025092416327598323,-0.0057396859977981,-0.012501849264272329,-0.009832283737269307,0.05053712462533075
20220121,-0.04951656179829254,-0.012097835856806079,-0.0025592435585392466,-0.006938613604423418,0.008206674202848365,0.057723236001140904
20220124,-0.035384588086061784,-0.0007848454694185369,0.015903508938620855,0.007475029133214312,0.0029331607989596647,0.03831774888502145
20220125,0.00969199322653606,0.05019320343687193,0.06344761146918618,0.05385489765897935,0.04882411548059057,0.039132122254054505
20220126,0.004078745734463281,0.04330787377063967,0.04912105460774305,0.053422822659417266,0.03699987235931436,0.032921126624851076
20220127,0.029736517997533036,0.06291191894166343,0.07045098354443856,0.07439326239142408,0.05545539127533028,0.025718873277797243
20220128,0.0003613613358339682,0.03218226281163812,0.04500368040256224,0.03790428152303397,0.03527809161635324,0.03491673028051927
20220207,-0.042150468434410844,-0.01029999236073929,-0.0011822967751225506,-0.010590436751111336,-0.012837809418837037,0.029312659015573807
20220208,-0.07302987733592471,-0.045969327788527956,-0.031068970421351254,-0.037301826965919174,-0.027912121505221873,0.045117755830702835
20220209,-0.07406276772647696,-0.050755847485548594,-0.02261437441333819,-0.027973559201296683,-0.0252100365052182,0.048852731221258765
20220210,-0.06068581492192883,-0.03646497565017589,-0.019120320600962804,-0.017572183666963916,-0.017882323495776804,0.04280349142615203
20220211,-0.0653633901431751,-0.04676481655470306,-0.022460801128654843,-0.024986836466732783,-0.022734655059001654,0.04262873508417345
20220214,-0.11221420920880043,-0.08865124155664807,-0.07720128682997282,-0.07401541316688033,-0.07337976111132746,0.03883444809747297
20220215,-0.0919122951655453,-0.06834835471358787,-0.046072358217136164,-0.04656277418227659,-0.04972173787355355,0.042190557291991754
20220216,-0.08078193217129077,-0.06391700272076378,-0.04141781009320697,-0.046853026359435654,-0.03789539602957158,0.042886536141719195
20220217,-0.06886484085988245,-0.04882296520227903,-0.020420921968363575,-0.026250156773335503,-0.030048090199391038,0.038816750660491416
20220218,-0.06984518584944531,-0.04390082712847233,-0.024913159775325325,-0.016333086225402735,-0.01808708774567169,0.05175809810377362
20220221,-0.08579058597676299,-0.055213948044679356,-0.04110298746749906,-0.034528711311800735,-0.030993680329099018,0.05479690564766397
20220222,-0.07263624271990002,-0.04363107704575624,-0.02644689030279696,-0.023829212748735215,-0.017352861351590507,0.055283381368309514
20220223,-0.09204772180490202,-0.06375846503219394,-0.049505964312456165,-0.05137059969076071,-0.05184246383946829,0.04020525796543373
20220224,-0.07538631115023249,-0.04478750599013662,-0.02744984346268445,-0.031787870814906714,-0.03550361058391097,0.03988270056632152
20220225,-0.08487921291677349,-0.05145929182627865,-0.03144850950743345,-0.04737730210945511,-0.0568496732411091,0.028029539675664385
20220228,-0.08857889356949898,-0.055449426350908805,-0.03896883912868357,-0.05585925051350804,-0.07251346851014409,0.01606542505935489
20220301,-0.07706698705389724,-0.05163215117128891,-0.03378098228786892,-0.05183132188831186,-0.06311999790950475,0.013946989144392491
20220302,-0.07839815167286006,-0.05229394470157081,-0.0394691816285739,-0.05932576590685529,-0.077424022535349,0.0009741291375110622
20220303,-0.07523729166171912,-0.05932345028097838,-0.038536364029017826,-0.058601812511690346,-0.07336706212932172,0.001870229532397405
20220304,-0.054310366220124605,-0.032862794651000296,-0.021617285314674425,-0.032151918939574,-0.05975743318778922,-0.0054470669676646155
20220307,-0.05732716521514015,-0.04173089597813218,-0.03427435686341942,-0.04374090259745936,-0.06444031654760231,-0.00711315133246216
20220308,-0.03760590209257089,-0.012587040156747043,-0.003391836418187231,-0.02258303634191988,-0.037179163101597995,0.0004267389909728969
20220309,-0.04195740907573973,-0.01978496876291657,-0.016989833473202716,-0.03511524347197233,-0.0635220200496037,-0.021564610973863967
20220310,-0.038957019783402526,-0.012610395784869412,-0.017304635432504916,-0.036735143572995496,-0.07490540340800464,-0.035948383624602114
20220311,-0.07209106218432684,-0.04183605754908148,-0.04323913322097288,-0.058749946671075,-0.09532604726049078,-0.023234985076163936
20220314,-0.04503183225584511,-0.010207550371416652,-0.010426567595042206,-0.01819299937285567,-0.05727157763804367,-0.01223974538219856
20220315,-0.006775887241797944,0.030722509479799515,0.026521273337485843,0.017102427494748836,-0.031601289321979656,-0.024825402080181712
20220316,-0.023831716516129565,0.008630785287080455,0.0005364963971036064,-0.012373023386679251,-0.06395114275005755,-0.04011942623392798
20220317,-0.04777745919383478,-0.0021874654280581193,-0.010638513277571445,-0.016824392372639912,-0.08060418355563222,-0.032826724361797434
20220318,-0.06027792851496876,-0.030006560651871725,-0.03509427229208347,-0.04615348389431418,-0.10411468611359875,-0.04383675759863
20220321,-0.10160414691981053,-0.07253161200984601,-0.07951925840066121,-0.0969873519204165,-0.15571501686437128,-0.054110869944560755
20220322,-0.10831719085067405,-0.08111532335672819,-0.08696679253845138,-0.11070709952592925,-0.1657133995626882,-0.05739620871201416
20220323,-0.17284042211766046,-0.14778260024659276,-0.15620490662940836,-0.1801666752481679,-0.2340788071787884,-0.06123838506112794
20220324,-0.18569848287191965,-0.16607260141568403,-0.17468358377695617,-0.19758185793368188,-0.254565536220686,-0.06886705334876636
20220325,-0.16566292121959583,-0.1487747010608479,-0.15206190479296244,-0.1713135815363521,-0.21527543121437315,-0.049612509994777315
20220328,-0.17762277520010059,-0.16118696125417123,-0.16345196001070564,-0.17930873289992824,-0.21979913842024335,-0.04217636322014276
20220329,-0.13641587601643554,-0.12084418865885717,-0.12564618930821292,-0.13497565580761842,-0.1780341517994166,-0.04161827578298105
20220330,-0.1370026866719265,-0.12114307687530794,-0.12449086083475777,-0.1395521065867678,-0.17446715921288863,-0.037464472540962135
20220331,-0.14299633277881635,-0.1377023379158707,-0.13486576710544415,-0.15288018703880127,-0.17377157747886782,-0.03077524470005147
20220401,-0.1319830680608235,-0.12769057137559775,-0.11983194619040916,-0.13396201118965112,-0.15694883661171954,-0.02496576855089605
20220406,-0.13227736610894497,-0.12551709327714833,-0.11733721045324647,-0.12792343324143643,-0.14231569239898506,-0.01003832629004009
20220407,-0.10614817825625993,-0.10322210608359898,-0.09425686629245454,-0.10868235263360695,-0.11223660402927432,-0.006088425773014397
20220408,-0.08669391116232143,-0.0921428807355566,-0.08061548013383334,-0.09309310646494656,-0.10351209940144696,-0.016818188239125523
20220411,-0.05893004434011978,-0.058881916631212006,-0.04879122665401167,-0.05889250958831374,-0.061769013775222655,-0.002838969435102874
20220412,-0.07561445600201289,-0.07238029648676658,-0.0692676831033621,-0.07068969092605042,-0.069503312101507,0.0061111439005058915
20220413,-0.062352250592018446,-0.05679628350332806,-0.054174646079334435,-0.055447363454039576,-0.045344638301051204,0.01700761229096724
20220414,-0.06505901716598812,-0.061680951567475044,-0.058671063492510625,-0.05444742921593908,-0.04686009278903188,0.018198924376956242
20220415,-0.0470312222487355,-0.047074140299425145,-0.02882045584200018,-0.033320107001639905,-0.015893868574153695,0.031137353674581807
20220418,-0.037857251284452616,-0.038641015274205645,-0.02798565832229536,-0.03200833197265376,-0.01409617352824621,0.023761077756206405
20220419,-0.02907150762193951,-0.035378898433456304,-0.024941534619626914,-0.02094777270130279,-0.0038152358636512305,0.02525627175828828
20220420,-0.06517669564306484,-0.0649370196713012,-0.054112868179719616,-0.05015501255480028,-0.02924171338136508,0.03593498226169976
20220421,-0.021654193622692202,-0.014002578558783684,0.0030623157541518043,0.010580121266170804,0.03507748004990443,0.05673167367259663
20220422,-0.008216254312366476,2.4044126173613982e-05,0.021161623431886278,0.01952121085206854,0.05442790041886252,0.062644154731229
20220425,0.06574270074243387,0.07813118951217463,0.10200441179637766,0.10742938512389184,0.14488895762148277,0.0791462568790489
20220426,0.10888042559396635,0.12843541266593694,0.15069754634335128,0.15503640972720112,0.19875860623977162,0.08987818064580527
20220427,0.09719844967735715,0.11282735592126727,0.1267514391156404,0.13505445731128993,0.1505033318347842,0.053304882157427055
20220428,0.12561693062312515,0.14017646974089,0.15267994751628133,0.1611734651189557,0.16042929669905506,0.03481236607592991
20220429,0.08982652371839733,0.10117976909628863,0.115695516690394,0.11964446458434493,0.11766061215596363,0.027834088437566296
20220505,0.09117636427914852,0.09591116577770425,0.11023357051905522,0.11320216107701936,0.12280337115388719,0.03162700687473867
20220506,0.10320207037726627,0.1034259834999894,0.1177621224767324,0.12080630247947953,0.12455058702925727,0.021348516651991
20220509,0.08222364076002968,0.08772035716227791,0.09832307131029976,0.10050994521420477,0.10086277334793486,0.018639132587905186
20220510,0.03803797107113334,0.050585981823782884,0.060379274519332164,0.06334025267692626,0.06320691137101903,0.025168940299885686
20220511,0.047311933132102114,0.06544573423745256,0.07423501139724646,0.08250917218347556,0.07688048279263622,0.029568549660534106
20220512,0.04535902666946686,0.061087835050677095,0.06913891940742983,0.07542226743245528,0.08993277980035665,0.044573753130889786
20220513,0.044600209976383094,0.05522391312214831,0.06309768199839484,0.06544920620384678,0.07870217352513548,0.03410196354875238
20220516,0.046831255850205464,0.058992013736744654,0.05404026919443006,0.05553556175792771,0.06568306050256842,0.018851804652362955
20220517,0.055069686378912276,0.06636027578887228,0.05976513093782077,0.06655904571013649,0.07135798402304763,0.016288297644135356
20220518,0.05981483185804591,0.0590320039091181,0.05665364809400823,0.056148243637611644,0.07429946027094754,0.014484628412901629
20220519,0.07254952046235547,0.06102854550332791,0.06205912065149967,0.059162127440188735,0.067315087140501,-0.00523443332185447
20220520,0.04893351514488362,0.05150146432378364,0.04378023535386707,0.04268104586784348,0.04409771992768783,-0.004835795217195793
20220523,0.019272792450731394,0.023614704979304717,0.016762444865489404,0.01937105060791922,0.0195562895148002,0.0002834970640688064
20220524,0.08630820052717557,0.08583878393263475,0.08007359656302228,0.08322332685088038,0.08589049033981028,-0.00041771018736529164
20220525,0.08512312351201536,0.07703474921494458,0.07042969911248671,0.06688713889208667,0.0744235197796717,-0.01069960373234366
20220526,0.09712514765760048,0.08024657831817524,0.07148284674925133,0.06970251827584645,0.08044785299756149,-0.01667729466003899
20220527,0.11600773377553913,0.10078266164283615,0.09381175098492933,0.08556220672142353,0.08776171400774117,-0.02824601976779796
20220530,0.08561875799681469,0.07208349052155325,0.05836153226144388,0.05239295901081769,0.04863996110380632,-0.03697879689300837
20220531,0.07400205824321171,0.06385301362988342,0.05576206420953431,0.05038631510622368,0.058838753102936826,-0.015163305140274884
20220601,0.06117721437032879,0.05334716653248119,0.04882308902061622,0.039974695503669735,0.05911592592714944,-0.002061288443179349
20220602,0.054771095597304705,0.049633508082205895,0.04413559207813197,0.04175147302516053,0.06729883797883453,0.012527742381529823
20220606,0.021867531523551174,0.021660282359557956,0.023554603559510646,0.025248868870652665,0.04206350734693842,0.02019597582338725
20220607,0.02578806521696991,0.018472623835659497,0.021138706122268043,0.018064881590495675,0.029280486108467004,0.0034924208914970944
20220608,0.031939006811262,0.026208984613168618,0.03056626289610797,0.033077238952750665,0.042392762068793846,0.010453755257531845
20220609,0.059304634262460625,0.05496773891018465,0.049172542687557066,0.05817334920689087,0.052505136102822786,-0.006799498159637839
20220610,0.030394061192114172,0.02793325294719326,0.03093608518371052,0.03557035995825553,0.021594130009951067,-0.008799931182163104
20220613,0.005780780090301225,0.007844436930983082,0.013463362599255109,0.019778922819056407,0.004853368866378128,-0.0009274112239230966
20220614,0.01341644921208951,0.021427736442313227,0.022850444515493635,0.03511288033342589,0.017986901089148785,0.004570451877059276
20220615,0.016345346675072772,0.025942357975999857,0.027839180494819322,0.044963115092237764,0.03526122883918314,0.018915882164110366
20220616,-0.013661600634152084,-0.002820212398782565,0.005135827336226581,0.020136828692714825,0.013563991326028167,0.02722559196018025
20220617,0.004034601965775573,0.022713786148578764,0.026153358814114024,0.042494037813362036,0.031649717692381174,0.0276151157266056
20220620,-0.00020150234629652598,0.022866427265483106,0.027268247289309294,0.04320067293314787,0.030416194525383664,0.03061769687168019
20220621,0.018446398280180982,0.036114785494798005,0.03715931014870098,0.05087528060941637,0.05632831214576678,0.0378819138655858
20220622,0.03625034962835972,0.0480347232399045,0.04658182406950176,0.06567272878813359,0.05244567116509633,0.016195321536736612
20220623,0.014446487267865332,0.022346560570632664,0.02558698431114179,0.050374975481202657,0.029045121213840966,0.014598633945975634
20220624,-0.006859767582660386,0.008069912390217999,0.010472049101296343,0.024190743021520657,0.010640345720329472,0.01750011330298986
20220627,-0.005583301619293285,0.010313348409609591,0.013735312224289345,0.02237486879759012,0.02039555794326109,0.025978859562554375
20220628,-0.007873457113305643,0.005613334139687335,0.0022716910372200232,0.014896711710999098,0.017789250906036794,0.025662708019342437
20220629,0.02463057750540227,0.031757324231414204,0.033245123852766505,0.04235595357467612,0.054060883141761794,0.029430305636359524
20220630,0.006115680034720192,0.020533826679962595,0.028590044355337105,0.029223176193095942,0.040929927341076325,0.034814247306356134
20220701,0.010855337202618899,0.02935088687055702,0.03974112228876777,0.039660381608688344,0.042266754659833046,0.031411417457214146
20220704,-0.03435987832476942,-0.012176094410369516,-0.0035225498469157847,-0.006593572228558174,-0.006974279347140491,0.027385598977628933
20220705,-0.020264138825207334,-0.006517566282613922,0.0010762501531508108,-0.006319371610921809,-0.017399078179296444,0.00286506064591089
20220706,0.00356927506955478,0.0175607567597707,0.021424505049069224,0.012535623704487952,0.005273418248004371,0.0017041431784495906
20220707,0.02603489346828483,0.02868952855106227,0.02484900242849767,0.006996998998316523,-0.003765735459288287,-0.029800628927573118
20220708,0.03571798697751452,0.036158323068689664,0.035413151273654166,0.020624572624620863,0.019372760830797347,-0.016345226146717174
20220711,0.04790017273479503,0.05283216223690466,0.04084270360388113,0.033527773896655316,0.0381802697054742,-0.009719903029320826
20220712,0.07272000957356797,0.07251240726596787,0.06279421036037802,0.05588149216052663,0.05702901230068427,-0.0156909972728837
20220713,0.08422477617893039,0.07951650998793998,0.06101830330333432,0.0522059539771769,0.046057610685050474,-0.03816716549387991
20220714,0.07154000454082297,0.07338081491520407,0.04869515950703726,0.04398823400590629,0.03145300980275218,-0.04008699473807079
20220715,0.0878223063172887,0.09450816929926806,0.07775088209200269,0.0720667160886744,0.06413123755963414,-0.02369106875765456
20220718,0.06816883281910298,0.07108971266405502,0.05724870029073625,0.05442746584848387,0.052936727846439456,-0.015232104972663522
20220719,0.06235507728799447,0.058143425225722134,0.0506670741190492,0.047259567023583436,0.044363230611958515,-0.017991846676035955
20220720,0.05272126272715594,0.05084153447435075,0.043669281043004236,0.04310700202448645,0.036032054695681784,-0.016689208031474154
20220721,0.039045043434529775,0.03659319022437604,0.0356215565465815,0.038361251983500835,0.026004868354391645,-0.01304017508013813
20220722,0.046336654225777686,0.04507120626541837,0.041643369128485985,0.04173297692719935,0.039525522505548354,-0.0068111317202293326
20220725,0.05382421222292082,0.053043662756061614,0.0562598559707995,0.05978151490062807,0.06162183288224543,0.007797620659324614
20220726,0.01105091403414962,0.017458601099933285,0.010927609060339405,0.014045445554879833,0.013899051761956799,0.002848137727807178
20220727,-0.0042872091434063755,0.002940788320719893,0.0022256812947171146,0.008733327582617438,-0.005371112287620629,-0.0010839031442142532
20220728,-0.021552130608332425,-0.011538346468272035,-0.01186803879786397,-0.00199176864708429,-0.014966529901981648,0.006585600706350777
20220729,-0.010413484679444158,-0.00033497798721639335,0.004022574581746092,0.009098893887059947,0.00010554913895574371,0.010519033818399902
20220801,-0.015095312966714102,-0.010207445829732147,-0.0019415645719259853,0.002697396656479367,-0.016740161729417266,-0.0016448487627031636
